Time Stamp, X-axis, Y-axis, Z-axis
10:43:54,0.2159,-1.2749,1.1962
10:43:54,0.3841,-0.3799,1.0072
10:43:54,0.6391,-0.494,1.0603
10:43:55,-0.3764,-0.2767,0.5028
10:43:55,-0.887,-1.1862,0.8217
10:43:55,0.1342,-0.4931,0.9824
10:43:55,0.1039,0.474,1.11
10:43:55,0.2019,1.0199,0.6856
10:43:55,-0.3139,1.0301,1.2031
10:43:55,-0.9265,0.982,1.254
10:43:55,-0.4598,1.1669,1.1851
10:43:55,0.0154,1.6417,1.2209
10:43:55,-0.5557,0.8229,1.2912
10:43:55,-0.1168,0.4568,0.5141
10:43:55,-0.3476,0.5885,1.1461
10:43:55,-0.4173,0.9476,1.1713
10:43:55,0.2116,0.2852,0.5891
10:43:55,-0.3158,-0.7259,0.9668
10:43:55,-0.369,-0.5145,1.1525
10:43:55,0.3289,-0.3033,0.9365
10:43:55,-0.2401,-0.9379,1.5821
10:43:55,0.3782,-0.872,0.8657
10:43:55,-0.6893,-1.1241,0.6987
10:43:55,-0.111,-0.6553,0.8481
10:43:55,-0.0051,0.5434,1.1453
10:43:55,0.1281,-0.023,1.0171
10:43:55,0.2467,0.4687,0.9531
10:43:55,-0.8421,0.7856,0.9765
10:43:55,0.0501,0.9393,1.2459
10:43:55,-0.3301,0.7277,1.2998
10:43:55,-0.3939,0.9108,0.971
10:43:55,-0.0051,1.2542,0.9436
10:43:55,0.2307,0.4835,0.6097
10:43:55,-0.1835,0.6922,1.3932
10:43:55,0.0991,0.9293,1.1979
10:43:55,0.8725,0.4514,0.7164
10:43:55,0.2669,0.468,1.2229
10:43:55,-0.3245,0.4433,0.8522
10:43:55,-0.1034,-0.8069,1.1546
10:43:55,0.3634,-0.8946,1.0519
10:43:55,0.2691,-0.5722,0.6943
10:43:55,-0.0498,-0.9327,0.9933
10:43:55,0.2815,-0.4967,1.1298
10:43:55,0.178,0.052,1.1916
10:43:55,0.1906,-0.222,0.8108
10:43:55,0.6264,0.1932,1.2432
10:43:55,0.2905,0.4861,0.843
10:43:55,-0.0548,1.02,1.3945
10:43:55,-0.3294,0.9784,1.1246
10:43:55,0.305,1.2731,1.0223
10:43:55,-0.1801,1.3671,0.7705
10:43:55,-0.6411,1.1122,0.9162
10:43:55,0.7359,0.8853,0.8437
10:43:55,0.5636,0.4738,1.0391
10:43:55,-0.1184,0.7549,1.3694
10:43:55,-0.4275,-0.3812,1.0901
10:43:55,-0.3851,-0.1625,1.2572
10:43:55,0.5021,-0.5878,0.456
10:43:55,-0.4036,-0.9916,1.0563
10:43:55,-0.2306,-1.0233,0.4711
10:43:55,-0.5672,-1.1237,0.9457
10:43:55,0.318,-0.2216,1.2141
10:43:55,0.8131,0.0447,1.0569
10:43:55,0.0506,0.2598,0.9871
10:43:55,-0.5195,0.017,0.8693
10:43:55,-0.7708,0.8777,1.15
10:43:55,-0.0289,0.699,1.1016
10:43:55,0.037,1.1135,0.9758
10:43:55,-0.6714,0.7245,0.9969
10:43:55,-0.6057,1.0549,0.9028
10:43:55,0.0331,1.24,0.8701
10:43:55,0.0205,1.1326,1.4032
10:43:55,-0.175,0.6296,0.9506
10:43:55,-0.4142,-0.2229,0.5661
10:43:55,-0.546,-0.0807,1.3711
10:43:55,-0.5779,0.1034,1.1707
10:43:55,0.2006,0.4807,0.72
10:43:55,-0.7734,-0.3678,0.6411
10:43:55,-0.4755,-1.7135,1.0471
10:43:55,0.1193,-1.1509,1.0518
10:43:55,0.5067,-0.2628,1.1139
10:43:55,0.7943,-0.3267,0.7049
10:43:55,-0.6893,0.0421,0.983
10:43:55,-0.1105,-0.1054,1.2056
10:43:55,0.1218,0.6971,0.9831
10:43:55,-0.7078,1.1229,1.1726
10:43:55,-0.5265,1.0806,1.0138
10:43:55,-0.1945,0.9897,0.6732
10:43:55,-0.0456,1.4666,1.0012
10:43:55,-0.0892,1.3032,1.1759
10:43:55,0.5849,0.9723,1.6274
10:43:55,-0.285,0.8971,1.3243
10:43:55,-0.3974,0.2244,1.0105
10:43:55,-0.5681,-0.1042,0.8243
10:43:55,0.0223,-0.4129,1.2925
10:43:55,-0.3218,-0.4149,0.4734
10:43:55,-0.4062,-1.2684,1.0679
10:43:55,0.1457,-0.8618,1.127
10:43:55,0.3462,-0.8492,1.2034
10:43:55,0.1192,-0.0057,0.7791
10:43:55,-0.6181,-0.2839,0.9662
10:43:55,-0.0108,0.3147,1.1778
10:43:55,-0.0157,0.345,1.1221
10:43:55,-0.0299,0.5896,1.2606
10:43:55,0.0483,1.2168,0.8441
10:43:55,-0.8807,0.8342,0.9194
10:43:55,0.016,1.1029,0.918
10:43:55,0.8116,1.5256,1.1262
10:43:55,0.4251,1.2436,0.7717
10:43:55,-0.0986,0.935,0.6739
10:43:55,-0.1961,0.9557,1.3113
10:43:55,-0.371,0.8521,1.1212
10:43:55,0.3967,-0.2936,1.0934
10:43:55,0.3549,-0.167,0.9505
10:43:55,-0.3495,-0.5125,1.0666
10:43:55,-0.5987,-0.7289,0.3659
10:43:55,-0.3207,-1.1076,0.9773
10:43:55,0.5387,-0.8645,0.7012
10:43:55,0.3412,-0.288,1.0223
10:43:55,0.4105,-0.6966,1.0109
10:43:55,-0.4402,-1.0247,0.7369
10:43:55,-0.0222,0.01,1.5895
10:43:55,0.1605,0.7269,0.857
10:43:55,-0.1788,0.781,0.8763
10:43:55,-1.1751,0.4216,1.0583
10:43:55,0.1279,1.1927,0.6923
10:43:55,0.1603,0.963,0.9925
10:43:55,-0.1743,1.1771,1.1493
10:43:55,-0.5884,0.9311,0.9449
10:43:55,-0.1258,0.4063,0.363
10:43:55,-0.3859,0.7873,1.641
10:43:55,-0.6176,0.7981,1.0815
10:43:55,0.1812,-0.6665,0.5297
10:43:55,0.1087,-0.6726,1.3691
10:43:55,0.3512,-0.8218,0.3801
10:43:55,-0.4232,-0.6297,1.2605
10:43:55,-0.1045,-0.7933,1.0498
10:43:55,0.0513,-0.7511,0.5764
10:43:55,-0.6501,-1.0473,1.154
10:43:55,0.1983,-0.4762,1.0825
10:43:55,0.0476,-0.3123,0.8995
10:43:55,-0.0595,-0.2732,1.1448
10:43:55,-0.6856,0.3488,0.6475
10:43:55,-0.0975,0.9303,0.7843
10:43:55,-0.1408,1.0097,1.11
10:43:55,0.1548,1.2166,1.3529
10:43:55,-0.8889,0.3638,0.2719
10:43:55,0.0174,0.7979,1.657
10:43:55,-0.457,0.9922,1.2931
10:43:55,0.2112,0.5172,1.4009
10:43:55,0.154,0.4761,0.4938
10:43:55,0.1033,-0.5991,0.5659
10:43:55,-0.2395,-0.7192,0.7753
10:43:55,0.1879,-0.1001,1.0076
10:43:55,0.6014,-0.4393,0.8535
10:43:55,0.6078,-0.9032,0.7098
10:43:55,0.4873,-0.5829,1.0655
10:43:55,0.0169,-0.546,0.8991
10:43:55,-0.2194,-0.3586,1.2471
10:43:55,0.1969,-0.0647,0.8199
10:43:55,0.2619,-0.0003,0.9956
10:43:55,-0.4709,0.098,0.689
10:43:55,-0.2374,1.0579,1.2524
10:43:55,0.6521,1.3152,0.8201
10:43:55,0.7571,1.5221,1.2412
10:43:55,-0.2005,1.3368,0.8387
10:43:55,-0.7497,1.136,1.0109
10:43:55,-0.4947,1.2469,1.401
10:43:55,0.6625,0.7142,0.689
10:43:55,0.425,0.4391,0.9461
10:43:55,-0.3223,0.3123,0.6894
10:43:55,-0.2333,-0.3346,0.8303
10:43:55,0.2212,-0.8068,1.3373
10:43:55,1.0586,-0.3674,0.6083
10:43:55,-0.2264,-0.5447,0.9759
10:43:55,0.1137,-1.2731,0.9661
10:43:55,-0.1532,-0.8302,1.3337
10:43:55,-0.2916,-0.8946,0.9513
10:43:55,0.0828,-0.3224,1.051
10:43:55,-0.3554,0.0897,0.7826
10:43:55,-0.883,0.0527,0.8516
10:43:55,0.1447,0.2797,1.0459
10:43:55,-0.0659,1.3203,1.059
10:43:55,-0.7985,1.0429,1.0493
10:43:55,-0.7231,1.1419,0.9146
10:43:55,-0.2353,1.1511,0.9797
10:43:55,-0.3143,1.4427,1.4315
10:43:55,-0.322,0.076,0.733
10:43:55,-0.4069,-0.1185,0.6727
10:43:55,-0.0646,-0.9984,1.3029
10:43:55,0.858,-0.2913,0.6064
10:43:55,-0.1172,-0.4621,0.81
10:43:55,-0.0589,-1.2107,1.0211
10:43:55,0.2584,-0.8573,0.8421
10:43:55,0.166,-0.2985,0.9274
10:43:55,0.1081,-0.8686,1.0025
10:43:55,-0.2169,0.0328,0.8982
10:43:55,0.2063,0.7249,0.9905
10:43:55,0.233,0.5324,0.8646
10:43:55,0.4176,1.0692,0.9007
10:43:55,0.2399,1.604,1.2656
10:43:55,-0.1731,1.4734,1.2118
10:43:55,-0.3841,1.4189,1.0982
10:43:55,0.4749,0.493,0.5921
10:43:55,0.089,0.8362,1.4394
10:43:55,-0.2818,0.9693,0.7187
10:43:55,-0.047,0.083,0.4562
10:43:55,0.4575,0.0424,0.8784
10:43:55,0.4878,0.09,0.3448
10:43:55,-0.221,-0.8545,1.3229
10:43:55,0.1356,-0.6592,0.8492
10:43:55,-0.2087,-0.7094,0.9383
10:43:55,0.339,-1.1501,0.9701
10:43:55,0.4074,-0.7006,0.817
10:43:55,-0.5908,-0.5173,0.8784
10:43:55,-0.567,-0.4861,0.7351
10:43:55,-0.2202,0.0365,0.8506
10:43:55,0.3168,1.4605,1.1487
10:43:55,-0.2867,0.9419,0.86
10:43:55,-0.9618,0.5888,0.8117
10:43:55,-0.8135,1.0869,1.0114
10:43:55,-0.5821,1.4898,1.462
10:43:55,-0.6275,0.7573,1.0461
10:43:55,-0.1547,0.2119,0.2101
10:43:55,-0.168,0.5863,1.128
10:43:55,-0.1755,0.4165,1.1317
10:43:55,-0.0993,-0.1966,0.9629
10:43:55,-0.7398,-0.8979,0.6382
10:43:55,0.4261,-1.0589,0.9075
10:43:55,-0.046,-0.184,1.0524
10:43:55,-0.3844,-0.6353,0.8885
10:43:55,-0.0036,-1.0462,0.8931
10:43:55,-0.0471,0.4396,1.2229
10:43:55,0.174,0.2307,0.8712
10:43:55,0.0777,0.3431,0.7191
10:43:55,0.3402,0.7301,1.0456
10:43:55,0.1763,0.7801,1.0896
10:43:55,-0.3667,0.975,0.9585
10:43:55,-0.4616,1.2379,1.038
10:43:55,-0.5379,0.9206,1.0573
10:43:55,0.0869,1.383,1.1091
10:43:55,-0.1365,1.3217,0.9516
10:43:55,-0.1788,0.7401,1.1509
10:43:55,-0.0658,-0.0051,0.9196
10:43:55,0.1552,0.0051,1.1152
10:43:55,0.5278,0.1142,1.1306
10:43:55,0.0659,-0.5559,0.813
10:43:55,0.2211,-1.2148,0.8381
10:43:55,0.0285,-1.061,1.1037
10:43:55,-0.1458,-0.5137,0.8583
10:43:55,-0.8606,-0.7973,0.7979
10:43:55,-0.3004,-1.0124,0.8924
10:43:55,0.4908,0.2123,0.6376
10:43:55,0.2839,0.7609,1.2752
10:43:55,0.2273,0.9803,0.9481
10:43:55,-1.2158,0.5169,1.4023
10:43:55,-0.4444,1.0547,1.0088
10:43:55,0.3471,1.2481,0.9233
10:43:55,-0.5882,0.9919,1.0507
10:43:55,-0.387,0.9906,0.9016
10:43:55,0.0259,0.6557,0.4419
10:43:55,-0.0912,0.6846,1.3359
10:43:55,-0.1171,-0.2792,0.7302
10:43:55,-0.2676,-0.5301,1.1731
10:43:55,-0.0915,-0.5322,1.0367
10:43:55,-0.2908,-0.4203,0.8353
10:43:55,-0.7152,-0.4122,1.0831
10:43:55,-0.3341,-0.8336,0.5327
10:43:55,-0.5359,-0.9308,0.8776
10:43:55,0.2675,-0.7004,0.9363
10:43:55,0.1585,-0.2276,0.9952
10:43:55,0.1057,-0.1112,1.1042
10:43:55,-0.7164,0.5416,0.7898
10:43:55,-0.3299,1.0325,0.9435
10:43:55,-0.5803,0.8997,1.2352
10:43:55,-0.2488,1.3245,1.0299
10:43:55,0.1934,1.5609,1.3274
10:43:55,-0.0593,0.7457,1.0433
10:43:55,0.5737,0.5335,0.9931
10:43:55,0.4334,0.8338,1.4358
10:43:55,-0.2653,0.1882,0.9402
10:43:55,-0.1396,-0.2017,0.8269
10:43:55,-0.1605,-0.6916,1.124
10:43:55,-0.1299,-1.1399,1.3497
10:43:55,0.8577,-0.4399,0.9857
10:43:55,-0.6866,-0.2041,0.9328
10:43:55,-0.109,-1.6594,1.2206
10:43:55,0.67,-0.9781,0.8283
10:43:55,0.4062,0.4936,1.2419
10:43:55,-0.1413,0.235,1.0324
10:43:55,-0.3016,0.1906,0.7222
10:43:55,-0.6396,0.4745,1.0447
10:43:55,-0.2159,1.3035,0.8997
10:43:55,-1.0766,1.1496,1.1426
10:43:55,-0.1283,0.7907,0.8956
10:43:55,0.0174,0.7447,0.8881
10:43:55,0.0636,1.0397,0.9713
10:43:55,-0.0722,0.5552,1.2928
10:43:55,-0.0445,-0.0009,0.7523
10:43:55,-0.4393,0.2604,1.4195
10:43:55,-0.318,0.0891,0.8975
10:43:55,-0.3566,-0.5388,0.8775
10:43:55,-0.4528,-1.0166,0.6564
10:43:55,0.0208,-0.4005,0.4399
10:43:55,-0.4531,-0.9946,1.277
10:43:55,0.5378,-0.7578,1.0496
10:43:55,0.5587,-0.4073,0.793
10:43:55,0.3187,0.5314,1.2215
10:43:55,-0.1268,0.7898,1.0506
10:43:55,-0.4607,0.8856,0.8465
10:43:55,-0.1888,1.155,0.8039
10:43:55,-0.0135,1.3673,0.7596
10:43:55,-0.0684,1.4518,1.0636
10:43:55,0.0722,1.4298,1.2963
10:43:55,0.3452,1.2093,0.7723
10:43:55,0.6816,0.7713,0.7928
10:43:55,-0.0412,1.3887,1.5583
10:43:55,-0.4177,-0.4365,1.0652
10:43:55,-0.0096,-0.4621,1.14
10:43:55,0.335,0.3582,0.2778
10:43:55,-0.302,-0.8696,0.6193
10:43:55,-0.2501,-1.1948,0.7692
10:43:55,0.0968,-0.7362,0.7743
10:43:55,0.5426,-0.777,0.8657
10:43:55,0.401,-0.0918,1.4986
10:43:55,0.1737,-0.2215,0.9577
10:43:55,-0.6457,-0.7027,0.5036
10:43:55,0.2145,1.0745,0.9193
10:43:55,0.1394,1.0024,0.8468
10:43:55,-0.9141,0.7373,1.0381
10:43:55,-0.0432,1.4295,0.5362
10:43:55,0.1774,1.102,0.8634
10:43:55,0.2458,0.9181,1.0976
10:43:55,-0.3267,1.0724,1.2749
10:43:55,-0.2568,0.8093,1.0129
10:43:55,0.01,0.3475,0.9183
10:43:55,-0.0618,0.469,0.8577
10:43:55,-0.1056,-0.0488,0.6724
10:43:55,-1.308,-0.897,0.747
10:43:55,0.4381,-1.2594,0.9855
10:43:55,0.2445,-0.3583,0.8651
10:43:55,-0.0752,-1.0589,1.1914
10:43:55,-0.0847,-0.7982,1.1769
10:43:55,-0.5821,-0.6243,0.9799
10:43:55,-0.0827,-0.1871,1.3066
10:43:55,-0.4072,0.4459,1.1771
10:43:55,-0.2313,0.1582,0.9135
10:43:55,-1.0425,0.9666,1.0289
10:43:55,0.1792,1.332,0.9036
10:43:55,-0.4694,1.292,1.1224
10:43:55,0.339,1.4229,1.0114
10:43:55,0.8959,1.2995,0.8387
10:43:55,-0.4333,0.3471,0.7178
10:43:55,-0.053,0.7534,1.6563
10:43:55,-0.0844,0.7935,1.1207
10:43:55,0.0267,0.1161,0.7447
10:43:55,-0.2076,0.0551,0.9552
10:43:55,-0.3116,-0.58,1.0185
10:43:55,0.388,-0.5168,1.3032
10:43:55,0.8197,-0.6776,0.7579
10:43:55,0.8411,-0.8379,0.8272
10:43:55,0.4567,-0.3712,0.9733
10:43:55,0.1601,0.3874,1.3038
10:43:55,-0.4115,0.197,0.8091
10:43:55,0.259,0.5623,0.6805
10:43:55,-0.535,0.5471,0.8492
10:43:55,-0.2785,0.9864,0.8174
10:43:55,0.2383,1.5786,1.2332
10:43:55,0.5268,1.1644,1.0294
10:43:55,-0.2261,1.5522,1.1156
10:43:55,0.1094,1.3721,1.0357
10:43:55,-0.8056,1.0267,0.9362
10:43:55,-0.1748,0.1313,0.6569
10:43:55,0.0221,0.2058,0.9252
10:43:55,-0.1818,-0.4518,0.5709
10:43:55,-0.2672,-0.6966,0.6402
10:43:55,-0.0406,-0.4595,0.8315
10:43:55,0.3857,-1.1905,1.3566
10:43:55,0.2716,-0.0489,0.6047
10:43:55,-0.2092,-1.0321,1.1486
10:43:55,-0.1967,-1.0406,0.9954
10:43:55,-0.6483,-0.8138,0.6785
10:43:55,0.0026,0.1967,0.8309
10:43:55,-0.08,0.5728,0.8462
10:43:55,-0.7791,-0.0324,1.1371
10:43:55,-0.1618,0.5123,0.9245
10:43:55,0.0351,0.5209,0.936
10:43:55,-0.418,1.3685,1.3235
10:43:55,-1.0924,1.075,1.1149
10:43:55,-0.4931,1.1386,0.9449
10:43:55,-0.348,1.0654,1.1115
10:43:55,-0.1621,0.9061,1.5391
10:43:55,-0.5097,-0.4202,0.5128
10:43:55,-0.564,-0.1528,0.9526
10:43:55,-0.5644,-0.3261,0.9328
10:43:55,-0.045,-0.4153,1.0031
10:43:55,0.8841,0.4526,0.8524
10:43:55,-0.2623,-0.9858,0.8295
10:43:55,-0.2465,-1.2608,1.0663
10:43:55,-0.2829,-0.2413,1.1807
10:43:55,-0.1285,-0.5014,0.9293
10:43:55,0.1622,-0.2205,1.0263
10:43:55,0.0345,0.8824,1.0742
10:43:55,-0.242,0.7887,1.057
10:43:55,0.7578,1.0956,1.0943
10:43:55,0.5482,1.2783,0.8132
10:43:55,0.2457,1.4813,0.9169
10:43:55,-0.3039,1.1395,1.361
10:43:55,-0.1674,1.4198,1.2754
10:43:55,-0.2375,-0.4064,0.4617
10:43:55,-0.7083,-0.1188,0.9702
10:43:55,-0.2016,-0.3618,1.3297
10:43:55,0.06,-0.1947,1.1373
10:43:55,0.5274,-0.6596,1.1178
10:43:55,1.0606,-0.4672,0.5495
10:43:55,0.1724,-0.7319,1.1132
10:43:55,0.4999,-1.1895,1.0441
10:43:55,0.0268,-1.0739,1.0283
10:43:55,0.1921,-1.0195,1.2174
10:43:55,0.2836,-0.2957,0.6523
10:43:55,-0.8026,-0.1483,0.9844
10:43:55,-0.5521,0.0574,0.3244
10:43:55,0.2996,1.4241,1.2616
10:43:55,-0.1707,1.2017,0.9822
10:43:55,-0.6131,0.6881,0.8366
10:43:55,-0.3938,1.4701,0.8576
10:43:55,-0.3437,1.6968,1.2098
10:43:55,0.1879,1.151,1.4909
10:43:55,-0.0205,0.2045,0.5573
10:43:55,0.1117,0.1046,0.8454
10:43:55,-0.2911,0.493,1.079
10:43:55,0.1132,-0.4285,0.6713
10:43:55,0.1664,-0.7007,0.8398
10:43:55,-0.1476,-0.6322,0.9159
10:43:55,-0.2293,-1.1627,1.2656
10:43:55,0.3373,-0.411,0.8165
10:43:55,-0.0232,-0.9556,0.9918
10:43:55,-0.405,-0.6209,0.6003
10:43:55,-0.2966,0.3068,1.0151
10:43:55,0.0167,0.343,0.9581
10:43:55,0.1225,0.6503,0.759
10:43:55,0.2993,0.6292,1.0406
10:43:55,-0.304,1.7902,1.2922
10:43:55,-0.33,1.3115,1.2231
10:43:55,-0.591,1.0874,0.9438
10:43:55,0.2988,1.067,0.7667
10:43:55,0.181,0.9507,0.965
10:43:55,-0.2765,0.2939,1.0832
